기업명,주요업무,자격요건,우대사항
엑셈,"• 분석 목적에 맞게 분석 시나리오를 기획하고 데이터 탐색에 필요한 사전 가설을 수립• 데이터 수집 및 전처리 작업을 통해 데이터 정제• 데이터 탐색 분석을 통해 수립된 가설을 검증하고 주요 인사이트를 발굴• 인사이트 기반으로 모델을 구현하고, 분석 결과를 이해하기 쉽게 시각화• 분석 결과물들에 대한 프레젠테이션 및 고객 커뮤니케이션.","• 해당 분야 5년 이상 경력, 소프트웨어 기술자 경력 고급 이상• 빅데이터 분석 및 AI 모델링 가능자• Python, R, SQL 등 개발 언어 경험자• Tableau, PowerBI 등 시각화 솔루션 경험자.","• 주요업무 관련 유사 전공 이수자 또는 교육과정(양성과정 등) 이수자• 데이터 분석 관련 자격증 (정보처리기사, 정보처리산업기사, 빅데이터분석기사, ADsP, ADP 등)• Pytorch / TensorFlow 등 딥러닝 프레임워크 활용 능력• LLM 프로젝트 참여 경험 (파인튜닝, RAG 구축, 에이전트 개발 등)• 공공기관 및 민간기업 빅데이터 분석 프로젝트 참여 경력."
바비톡,"• Data-driven 의사결정을 내릴 수 있도록 정량적 수치와 분석 결과를 제공하고, 구성원들에게 Insight가 전달될 수 있도록 대시보드 및 리포트를 구성합니다.• 목표로 하는 지표의 성장을 위한 임팩트 있는 가설을 설정하고, 이를 검증하기 위한 A/B 테스트 실험을 설계하며, 결과를 분석하여 전달합니다.• Product Owner와 함께 서비스 및 전사의 방향을 결정하는 중요한 전략가로서의 역할도 수행합니다.[연계 업무] • 바비톡 사용자들이 경험하는 App의 UX 플로우 및 Funnel을 분석하여 개선점을 도출합니다.• 제품 조직 뿐만 아니라, 마케팅, 운영팀, 영업팀 등 다양한 팀과의 협업을 통해 비즈니스 문제를 정의하고, 이를 해결하기 위한 가설을 수립합니다.[업무 환경]• AWS S3와 Glue로 구축한 Data Lake를 활용합니다.• 데이터 조회 및 가공은 Amazon Athena를 사용합니다.• Amazon Quicksight와 Amplitude를 사용하여 서비스 주요 지표 및 성과 분석을 공유합니다.• 핵클을 활용하여 AB 테스트를 진행합니다.• •","• DA 경력 7년 이상 혹은 이에 준하는 실력이 필요해요.• 주제별 데이터 분석, 가설 수립, 성장 실험 등 데이터 분석과 관련한 높은 이해도를 갖춘 분이 필요해요.• 주어진 업무 외에 데이터 분석가로서 서비스에 기여할 수 있는 방법을 동료들과 논의하여 실행해 본 경험이 있는 분이 필요해요.• 담당 업무들 사이의 우선 순위를 정의하고 이해 관계자들과 협의를 원활하게 진행하실 수 있는 분이 필요해요.• Amazon Athena (또는 Trino), Google BigQuery, Amazon Redshift, Snowflake 를 통한 빅데이터 핸들링 역량 (SQL)이 필요해요.• 코호트 분석, A/B 테스트, Funnel 분석 등의 분석 방법론에 대한 이해 & 실무 적용 경험이 필요해요.• 모바일 서비스 데이터 분석 방법(Customer Lifetime Value, Retention, Cohort Analysis 등)에 대한 높은 수준의 이해이 필요해요.• Amplitude, Google Analytics, Firebase 등의 로그분석 툴 사용 경험이 필요해요.","• Lean Startup 및 Agile 조직 경험이 있으신 분이면 좋아요.• 데이터 시각화(Tableau, Amazon Quicksight 등)에 대한 풍부한 경험이 있는 분이면 좋아요.• Python, R 등을 활용한 데이터 분석에 대한 이해도가 높으신 분이면 좋아요.• Spark 등을 활용한 데이터 적재 및 가공에 대한 이해도가 있으신 분이면 좋아요."
로앤컴퍼니(lawtalk),"[데이터분석팀을 소개합니다]]우리는 데이터로깅/수집/DW/BI/분석까지 데이터를 통해 insight를 찾아내는데에 필요한 업무라면 무엇이든지, 특정 역할에 제한을 두지 않고 활동하는 올라운더입니다. CEO직속 조직으로 Product, 마케팅, 사업전략, 영업, PR, 경영 등 사내 전역에 Data-informed decision-making 문화를 만들고 리드하는 역할을 합니다. 또한 누구든지 쉽게 접근하여 원하는 데이터/insight를 찾을 수 있도록 데이터가 흐르는 인프라 환경을 가꾸고 있습니다.[주요업무]• 비즈니스/프로덕트 성장에 데이터 기반 의사결정이 뒷받침 되도록 가설 수립, 정량적 분석, 인사이트 도출에 기반한 전략 제시• 사업전략, 마케팅, 영업팀 등 각 팀의 비즈니스 문제를 분석을 통해 해결하도록 리드 & 서포트• 지표 기획 & BI 솔루션을 통한 데이터 시각화 및 주요 성과 대시보드 제공[작업환경]• GCP BigQuery, Amplitude, Hackle, Tableau, Looker Studio(Google Data Studio).",[필수요건]• 관련 업무 경력 6년 이상• SQL을 통한 데이터 검색/처리에 능숙한 분• Python/R 등의 분석 언어 활용에 어려움이 없으신 분• 분석 방향에 대한 기획부터 인사이트 도출까지 스스로 풀어갈 수 있는 분• 지표 기획부터 대시보드 구축까지 스스로 결과를 도출 할 수 있는 분• 다양한 팀과 다양한 문제를 같이 해결할 수 있는 협업 커뮤니케이션 능력을 갖추신 분.,"• 분석을 통해 전략 수립이나 컨텐츠 개선 요소 발굴 경험이 많고 노하우를 보유하신 분• Product, Business, Marketing, 사업전략 등 다양한 주제의 분석 경험이 있으신 분• A/B test 실험설계 및 실행, 사후 성과측정의 전체 과정에 있어서의 경험과 노하우를 보유하신 분• Cloud환경(GCP)에서 DW 활용 경험이 있으신 분• Amplitude, Hackle 활용 경험이 있으신 분• 통계 이론 지식을 실무에 적용하기에 능하신 분."
워트인텔리전스,"기술 조사 및 전략 수립을 지원하는 특허 분석 전문가로서 다음의 업무를 수행합니다.• 고객 니즈에 기반한 특허 조사·분석 프로젝트 기획 및 실행• 키워드/IPC 기반의 특허 검색 전략 수립, 노이즈 제거, 정량/정성 분석 수행• Excel 또는 python을 활용한 정량적 분석 및 시각화 (출원 동향, 기술 분포, 기술 트렌드 분석 등)• 기업, 기술, 경쟁사, 시장을 아우르는 다층적인 특허 동향 분석 및 인사이트 도출• 조사 결과를 기반으로 보고서 작성 및 고객 프레젠테이션 수행.","다음의 경험과 역량을 갖춘 분을 찾고 있습니다.• 특허 조사·분석 실무 경력 3년 이상 보유자• 특허 검색 전략 수립 및 데이터 정제(노이즈 제거 포함) 경험이 풍부하신 분• Excel, 파워포인트 등을 활용하여 분석 결과를 구조화·시각화·보고서화하는 데 능숙하신 분• 공학·이공계 기반의 기술 이해력과 문서 분석 역량을 보유하신 분• 기업 기술 전략, IP-R&D, 정부과제 대응 등과 연계된 특허 조사 경험이 있으신 분.","다음 중 일부 경험이 있으시다면 적극 환영합니다.• 고객사 대상 제안서 작성 또는 커뮤니케이션 경험• 시장·논문·기술자료 등과 특허 데이터를 종합적으로 분석한 경험• 특허 동향 분석 보고서 또는 정부 과제 보고서 작성 경험• 특허맵, 유사도 분석, IPC 군집화 등 정량적 구조화 경험• Python, Excel VBA 등 간단한 분석 자동화 경험• IP-R&D, 특허 컨설팅, 기술사업화, 선행기술조사 등 관련 프로젝트 경력이런 분을 기다립니다• 구조적이고 체계적으로 문제를 접근하는 분석가• 기술을 ‘읽고’, 데이터를 ‘다듬고’, 전략을 ‘짜는’ 일에 즐거움을 느끼시는 분• 반복적인 조사에서도 디테일을 놓치지 않고 정확도를 지향하시는 분• 고객의 문제를 자신의 관점에서 해석하고, 인사이트를 제안할 수 있는 분."
토스뱅크,"[합류하면 함께 할 업무예요]• 토스뱅크의 새로운 기업신용평가 모형 개발을 리드해요.• 기업신용평가 모형의 시스템 운영 및 정책·규정 수립을 총괄해요.• 인터넷전문은행의 비대면 환경과 고객 경험을 반영한 기업신용평가 모형을 개발해요.• 금융 및 비금융 데이터를 발굴·분석하여, 최신 AI/ML 기반 모델링 기술을 신용평가에 적용할 방법을 연구해요.","[이런 분과 함께하고 싶어요]• 기업신용평가 모형 개발 및 관련 업무 경력을 8년 이상 보유하신 분을 찾아요.• 통계적 지식과 AI/ML 기반 신용평가모형 전문성을 갖추어야 해요.• 금융감독 규제 및 관련 제도에 대한 이해가 필요해요.• Python, SQL 등 데이터 분석·모델링 툴 활용 능력을 보유한 분이면 좋아요.• 다양한 부서와 협업하며 문제를 해결한 경험과 탁월한 커뮤니케이션 역량이 필요해요.",
아지앙스(Asiance),"• 리서치 보조 및 데이터 분석• 시장조사, 인터뷰 기획·실행• 영문 보고서 작성 및 데이터 시각화• 이해관계자 커뮤니케이션 및 협업• 회의 참여 및 회의록 작성• 신규 서비스·레포트 아이디어 제안 및 제안서 준비• 산업 트렌드·경쟁 환경 분석을 통한 기회·위험 파악.",• 관련 분야 학사 학위 또는 동종 업계 경력• 1–2년 이상의 B2B 경험 (컨설팅·연구·데이터 분석 등 우대)• 한국어·영어 커뮤니케이션 능력• 꼼꼼함과 세밀한 주의력• 문제 해결 중심 사고 및 빠른 학습 능력• 논리적 접근과 도전정신• 조직 적응력 및 프로젝트 수행 역량• 대내외 이해관계자와의 커뮤니케이션 역량.,• 고객 관리 경험자• 프로젝트 관리 경험자 및 관련 자격증 소지자• PT 능숙자• Notion 및 Figma 사용 가능자.
토스뱅크,"[합류하면 함께 할 업무예요]• 신용위험 관리를 위한 다양한 신용평가모형을 개발하고 운용함으로써, 토스뱅크만의 유연하고 혁신적인 신용평가 시스템을 구축해요.• 신용평가모형 안정화 및 고도화를 위해 지속적으로 모니터링하고 리스크를 관리하고 있어요.• 금융/비금융 데이터를 분석하고 새로운 모델링 기술들을 신용평가에 적용할 수 있는 방안을 연구해요.","[이런 분과 함께하고 싶어요]• 개인 또는 개인사업자의 신용평가모형(CSS)을 개발해 내재화해본 경험이 필요해요.• 금융권에서 내부등급법 승인 지원 경험이 있다면 더 좋아요.• 신용평가모형 개발 환경, 제도, 규제에 대한 이해를 바탕으로, 독립적이고 주도적인 모델링 경험을 갖고 계신 분이 필요해요.• 데이터 및 머신러닝에 대한 수학적 이해와 통계적 지식이 필요해요.• 머신러닝 등 최신 알고리즘을 활용한 실제 비즈니스 문제 해결 경험이 필요해요.• SQL, Python 등 통계 / 분석 프로그램을 능숙하게 다룰 수 있는 분이 필요해요.","[이력서는 이렇게 작성하시는 걸 추천해요]• 그동안 해오신 업무 중 임팩트 있는 성과를 만들어 낸 프로젝트에 대해 구체적으로 작성해 주세요.• 의미 있는 변수를 어떤 방법으로 찾아봤는지 작성해 주세요.• 머신러닝 등 알고리즘을 활용하여 모델링한 경험이 있다면 어떤 기법을 사용했는지 작성해 주세요.• 실제 서비스에 적용하여 개선한 경험이 있다면 결과를 수치로 나타내주면 좋아요.(외부 공개가 민감한 사항일 경우, 해당 부분은 제외해 주세요.)[토스뱅크로의 합류 여정]서류접수 ＞ 전화 인터뷰 ＞ 직무 인터뷰 ＞ 문화적합성 인터뷰 ＞ 레퍼런스 체크 ＞ 처우협의 ＞ 최종합격 및 입사[꼭 확인해 주세요]이력서 및 제출 서류에 허위 사실이 발견되거나 근무 이력 중 징계사항이 확인될 경우, 채용이 취소될 수 있어요.토스뱅크 취업규칙 제8조(채용결격)에 따라 결격사유 해당자는 채용이 취소될 수 있어요.장애인 및 국가보훈대상자는 지원 시 관련법에 따라 우대하고 있어요."
라포랩스,"• 전사 ​핵심 ​지표 ​달성을 위해 데이터 ​전략을 ​수립하고 실행합니다.• 데이터 분석, ​모델링, ​플랫폼 ​운영까지 데이터 체계를 ​설계하고 지속적으로 ​개선합니다.• 데이터 ​플랫폼, 파이프라인, ​아키텍처를 설계 ​및 ​최적화하며, 대규모 데이터 ​처리 환경을 ​고도화합니다.• 비즈니스 요구사항을 데이터 전략과 연결하여, 실질적인 문제 해결을 주도합니다.• 다양한 부서 및 이해관계자들과 긴밀하게 협업하며, 데이터 중심의 조직 문화를 만들어갑니다.• 데이터 조직(DA/DE/AI)을 리드하며, 팀의 기술적·조직적 역량을 함께 키워나갑니다.","• 데이터 분석, 데이터 엔지니어링, 머신러닝 등 데이터 전반에 걸쳐 10년 이상의 실무 경험이 있으신 분• 5명 이상의 데이터 조직을 리딩해 본 경험이 있으신 분• 데이터 아키텍처 설계, 데이터 거버넌스 체계 수립 경험이 있으신 분• 클라우드 환경(AWS/GCP) 기반의 데이터 플랫폼/파이프라인 구축 및 운영 경험이 있으신 분• SQL, Python, BI 툴 등을 능숙하게 다루며, 인사이트를 도출할 수 있는 분• 데이터 기반의 의사결정을 통해 실제 비즈니스 성과를 만들어낸 경험이 있는 분.",• 데이터 관련 석사 이상 학위 또는 이에 준하는 역량을 보유하신 분• MLOps 혹은 데이터 프로덕트화 경험이 있으신 분• 데이터팀의 성장/조직 문화/교육 체계 구축 경험이 있으신 분• 빠르게 성장하는 환경에서 다양한 역할을 유연하게 넘나들며 문제를 해결해본 경험이 있으신 분.
와드(캐치테이블),• 전사 목표 수립 및 성과 관리 • 사업 전략 방향성 수립에 필요한 시장 조사 및 데이터 분석/추출• 사업 및 서비스 런칭 전 예상 효과 및 리소스(비용) 시뮬레이션.,"• 전사 목표 수립 및 성과 관리 경험 최소 5년 이상• 데이터 분석 결과를 사업/서비스 방향성 수립까지 연결 가능하신 분 (중요)• 전략적/논리적 사고 및 정보 분석 능력을 보유하신 분• 문제 발생 시 데이터를 통해 집요하게 원인을 찾는 태도• 데이터 분석 Tool (Excel, SQL, R, Python 등) 활용 역량.","• 미식 문화를 비즈니스적인 시각에서 바라보실 수 있는 분• 커머스, 외식 컨텐츠, 예약 플랫폼 기업 및 스타트업에서의 데이터 분석/사업 PM 업무 경험."
맥주밤거리,"• 서비스 아이디어 정리 및 문서화• 앱 운영/유지보수 예산 관리• 마케팅 예산/ROI 관리• 외주/협력사 및 각 팀과 커뮤니케이션• 전체 일정 및 릴리즈 관리-플랫폼 서비스기획 및 개발 전과정 참여*사용자 니즈를 파악 , 이를 바탕으로 기능 아이디어 구체화*출시 전 후 데이터를 기반으로 문제를 분석, 개선 방향 도출-개발자와 긴밀히 협업, 리소스 및 일정관리 및 커뮤니케이션.","[자격요건]경력: 경력(경력년수 무관)학력: 학력무관직무기술: PowerPoint기타:• 앱 또는 웹 서비스 기획/운영/관리 경험• 모바일앱 기획, 예산관리 경험 우대• 커뮤니케이션 및 문서 작성 능력.","우대사항• 스타트업 PM/기획, 서비스 런칭 경험• 예산/마케팅 관리 경험• 관련 IT 자격증 보유• 스포츠 이해도가 높으신분• •"
콘센트릭스서비스코리아CATALYST,"- Google Analytics 및 Adobe Analytics 데이터 분석 업무- GA 및 AA 내 글로벌 데이터 조회/수집/가공데이터를 기반으로 UI/UX최적화, Product/서비스 런칭 등 웹사이트 내 다양한 이슈에 대한 분석, 원인 규명 및 Insight 도출- 고객사 해외법인 고객들과 커뮤니케이션 및 stakeholder와의 issue handling.",- Google Analytics혹은 Adobe Analytics 의 데이터 구조에 대한 이해를 지닌 분- 디지털 광고/캠페인 등의 퍼포먼스 마케팅에 대한 전반적인 이해를 가진 분- 기본적인 비즈니스 영어 가능한 분.,"• 엑셀, 파워포인트를 자유롭게 활용할 수 있는 분• 적극적이고 능동적인 마인드 / 커뮤니케이션 스킬*장애인 우대 채용하고 있는 포지션입니다. 지원서에 관련 내용 기재해 주시면 적극 반영할 예정입니다.또한 관련 규정에 따라 입사시 별도의 수당이 지급되오니 이 점도 참고 부탁드립니다."
콘센트릭스서비스코리아CATALYST,"• 분석 및 데이터 플랫폼/엔지니어링 관련 영업• 잠재 고객 발굴, 비즈니스 니즈 분석, 제안 및 계약 체결• 시장 트렌드 분석을 통한 신규 비즈니스 모델 및 솔루션 개발 기획• 내부 팀 협업: 분석가, 엔지니어 등 기술 전문가들과 협업하여 최적의 솔루션 제안.","• 영업경험 10년 이상• 디지털 분석, 데이터 플랫폼, IT 컨설팅 등 관련 분야 영업 경력• 데이터 분석, 데이터 엔지니어링, BI(Business Intelligence) 등 관련 기술/사업에 대한 이해도• 고객 비즈니스 문제를 해결하기 위한 컨설팅 및 제안 능력.",• 장애인 우대 채용하고 있는 포지션입니다. 지원서에 관련 내용 기재해 주시면 적극 반영할 예정입니다.또한 관련 규정에 따라 입사시 별도의 수당이 지급되오니 이 점도 참고 부탁드립니다.
이든앤앨리스마케팅,"ㆍ주요 PC방 커뮤니티 여론 및 주요 이슈 실시간 모니터링ㆍ모니터링, 현장 방문 등을 통해 발견된 이슈의 심각도, 파급 범위, 예상 원인 등 분석 및 리포트ㆍ 발견된 이슈에 대해 표준화된 양식에 맞춰 Jira 티켓 등록 및 담당 개발팀 공유ㆍ일일/주간 단위로 발생한 모든 이슈, 대응 현황, 모니터링 결과 등을 문서로 정리하여 공유ㆍPC방 관련 프로젝트 (온/오프라인 행사, 파트너십 협업 등)에 관련한 전반적 사업 운영 지원ㆍ관련 벤더사 커뮤니케이션 지원 및 해당 업무 관련 문서 제작 및 업데이트.","ㆍ학력 : 대졸(4년 이상)ㆍ관련 분야(게임, 인터넷 서비스, PC방 등) 운영/모니터링/이슈 대응 업무 경험 2년 이상ㆍ커뮤니티 모니터링, 데이터 수집·정리, 리포트 작성 등 실무 경험 보유자ㆍ문제 해결 및 커뮤니케이션 능력: 상황에 따라 관련 부서·개발팀과 원활히 소통할 수 있는 능력ㆍ툴 활용 능력: Jira, Google Workspace(문서/시트/슬라이드) 등 기본 협업 툴 활용 가능.",우대사항ㆍ게임/PC방 업계 이해도가 높거나 해당 업계에서 근무한 경험이 있는 자ㆍ데이터 분석 및 인사이트 도출 경험이 있는 자ㆍ긴급 상황 발생 시 유연하게 대응할 수 있는 환경 적응력.
인터엑스,"• (Main) 국책/민간 R&D 과제 기획 및 제안서 작성• 신기술/선행기술 확보를 위한 R&D 과제 발굴, 기획 및 제안서/사업계획서 작성 총괄• RFP 기술 요건 분석, 연구 목표 설정, 개발 방법론, 기술적 기대효과 등 제안서 핵심 로직 수립• 과제 선정을 위한 발표자료 제작 및 발표2. 최신 기술 동향 및 R&D 정책 분석• AI, SW 등 국내외 최신 기술 트렌드 및 논문 리서치• 정부 R&D 정책 및 과제 공고 분석을 통한 선제적 대응 전략 수립3. 연구 기획을 위한 내/외부 커뮤니케이션• 연구소 내 연구원들과의 긴밀한 기술 소통을 통한 연구 아이디어 구체화 및 고도화• 정부 출연 연구소, 대학, 파트너사와의 R&D 협력 네트워크 구축 및 관리.","• 이공계 학사 이상 (컴퓨터공학, AI, 산업공학 등 관련 전공 우대)• 정부/국책 R&D 과제 제안서 작성 및 수주 경험 5년 이상• AI, SW, 제조 등 관련 산업 및 기술에 대한 높은 이해도• 복잡한 기술 원리 및 연구 계획을 명확하고 논리적으로 설명하는 문서화 능력• 연구원, 교수 등 기술 전문가와 원활하게 협업할 수 있는 커뮤니케이션 능력• 과제 기획부터 선정, 관리까지의 프로세스 경험이 있는 분.",
이팝소프트(말해보카),"합류 후 이런 업무를 함께 담당하게 돼요.• 프로덕트의 핵심 지표를 정의합니다.• 프로덕트 개선을 위한 인사이트 발굴 업무를 담당합니다.• 목표 달성을 위한 지표와 가설을 설정하고, 이를 검증할 수 있는 데이터 분석 및 A/B 테스트 설계를 진행합니다.• 데이터 기반 의사결정을 위한 다양한 팀/직군과 협업 업무를 담당합니다.________________________________________________.","이런 경험을 보유하고 계신 지원자를 찾고 있어요.• SQL을 활용한 데이터 분석 업무 경험 6년 이상이거나, 이에 준하는 역량을 갖추신 분• Tableau, Redash 등 최소 1개 이상의 데이터 시각화 툴을 능숙히 사용하실 수 있는 분• 다양한 분석 기법을 활용해 가설을 수립 및 검증하고, 도출된 결과를 바탕으로 논리적 추론 및 인사이트를 도출해 문제를 해결해 본 경험을 보유하신 분• 여러 유관 부서와 협업하며 본인의 분석 결과를 바탕으로 데이터 기반의 커뮤니케이션 및 제안 등 액션까지 프로젝트를 주도적으로 이끌어본 경험을 보유하신 분________________________________________________.","이런 경험이 있다면 더욱 좋아요.• Python, R 등을 활용한 분석 업무 경험을 보유하신 분• 수학, 통계 등 관련 전공에서 학사 이상의 학위를 보유하신 분• 앱 서비스에 대한 이해도가 높으신 분________________________________________________."
데일리펀딩,• 온투업 서비스 기반 신사업 발굴 및 파트너사 영업 • 고객 니즈에 기반한 사업 전략 수립 및 적용• 데일리펀딩 신규 금융상품 운영 및 관리 • 국내외 마켓 동향 분석 및 트렌드 예측.,• 금융시장 환경에 대한 인사이트를 보유한 분• 전략 기획부터 실행까지 전 과정을 주도한 실무 경험이 있는 분• 폭넓은 시야를 바탕으로 유연한 사고를 하는 분• 협업을 위한 효과적인 커뮤니케이션 능력을 갖춘 분.,• 금융기관 근무 경력을 보유한 분• 핀테크/스타트업/IT/금융 산업에 관심이 많은 분• 데이터 분석에 능통하고 IT기술 이해도가 높은 분• 신사업 및 신규 브랜드 런칭 경험 및 이해도가 있는 분.
업스테이지,"• 국내외 AI 교육 사업 발굴 및 교육 비즈니스 파트너십 개발 관련 업무 수행• 정부 교육 사업 및 클라우드 기업과의 파트너십 교육 프로그램 개발• 국내외 AI 교육 트렌드 분석 및 기회 발굴, 교육 도입을 희망하는 잠재 고객사와의 커뮤니케이션을 통해 교육 사업 기획 (한국, 일본, 싱가포르 등)• 파트너사/고객사 등 여러 이해관계자 및 의사결정권자 간의 원활한 커뮤니케이션과 중재• 교육 프로그램 도입 후 비즈니스 관점의 성과 분석 및 개선점 도출.","• 글로벌 비즈니스 및 교육 사업 관련 5년 이상의 경력 보유 (경력 기간은 지원서 작성시 별도 기재)• 다양한 조직과의 크로스 협업을 위한 커뮤니케이션 역량 및 협업 스킬• 빠르게 변화하는 기술 환경에 적응하고, 동적인 환경에서 작업할 수 있는 능력• 고객 니즈와 이슈를 분석, 구조화하고 해결책을 제시할 수 있는 역량*CV를 포함한 모든 제출 자료는 PDF 형식으로 업로드 해주시기 바랍니다.*지원자의 민감 정보(연봉 정보, 주민번호 등) 및 고유식별번호는 이력서에 기재하지 않도록 유의해주시기를 바랍니다.",• AI 및 클라우드 교육 프로그램에 대한 직/간접적인 경험 혹은 AI 관련 지식 보유자• 교육 사업 계획서 및 제안서 작성 경험• 다국적 기업 및 정부 지원 교육 사업 개발 경험• 글로벌 사업 운영이 가능한 영어 커뮤니케이션 역량 (제2외국어 우대).
이노바이드,"• 글로벌 치과 네트워크 및 DSO(대형 치과 그룹) 발굴 및 관계 구축• 미국, 호주, 캐나다 등 주요 타겟 국가 중심의 세일즈 전략 수립 및 실행• 시장 조사 및 트렌드 분석을 기반으로 한 신규 상품 기획 및 런칭• 공급 계약 체결 및 가격 협상 주도, 파트너십 운영• 글로벌 덴탈 기업 대상 제안서 작성 및 맞춤형 비즈니스 제안 기획• 세미나, 전시회, 파트너십 이벤트 등 오프라인 영업/마케팅 활동 기획 및 운영• 신규 채널(딜러, 유통사, 에이전시 등) 확보 및 파트너십 협의.","• BDM 경력 3년 이상• 영어 능통• 논리적이고 구조적인 사고로 문제를 분석하고 해결할 수 있는 분• 다양한 사람들과의 커뮤니케이션에 자신 있는 분 (영업, 제안, 협업)• 해외 고객 또는 글로벌 비즈니스 환경에 대한 관심과 이해도가 있는 분• 비즈니스 기획서, 제안서 작성 등 문서 기반 업무 역량이 있는 분• 빠르게 배워서 실행하는 능력을 가진 분.","• 스타트업/헬스케어/디지털 서비스 산업에 대한 이해• 해외 영업 또는 글로벌 파트너십 업무 경험자• 파워포인트, 구글 슬라이드 등으로 제안서/보고서 작성이 능숙한 분• 치과, 덴탈 관련 학과 혹은 업계 경험자• 세미나/이벤트 운영 경험 또는 고객 응대 경험 보유자."
콘센트릭스서비스코리아CATALYST,"데이터 기반 제품/시장 분석 경험자• 정량/정성 데이터 활용한 트렌드 모니터링, 성과 측정, 데이터 분석 수행 및 Insight 발굴• 발굴된 Insight를 기반으로 분석 가설 수립, 검증, 최종 결론 도출• 분석 결과의 시각화 보고 작성 및 Communication"".","• Consultancy를 바탕으로 한 문제해결 및 Communication 역량• 데이터의 특성과 흐름을 식별할 수 있는 데이터 문해 역량'• MS Office 활용 능력(Excel, Power Point 등)• PPT를 활용한 보고서 작성 역량• 영어 커뮤니케이션 가능.","• 리서치 기반, 인사이트 분석 경험자• Social Listening 분석 및 Tool (Brandwatch, Sprinklr) 활용 경험*장애인 우대 채용하고 있는 포지션입니다. 지원서에 관련 내용 기재해 주시면 적극 반영할 예정입니다.또한 관련 규정에 따라 입사시 별도의 수당이 지급되오니 이 점도 참고 부탁드립니다."
